FCA Refunds Report (2021-09-28 to 2022-09-28)

Name,Request Date,Customer Name,Total,Pending Approval,Error(s)
"test first test last","2022-08-01","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£2.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-08-01","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-29","Zarbakht jalil","£1.00","No","Refund request to the payment provider failed."
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No","Refund request to the payment provider failed."
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No","Refund request to the payment provider failed."
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-28","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-27","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-27","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-27","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-27","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-27","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-27","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-27","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-27","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-27","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-27","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-27","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-27","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-27","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-27","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-26","Zarbakht jalil","£1.90","Yes",""
"test first test last","2022-07-26","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-26","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-26","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-25","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-22","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-22","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-22","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-22","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-22","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-22","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-22","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-22","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-22","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-22","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-22","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-21","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-21","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-21","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No","Refund request to the payment provider failed."
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-20","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-19","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-18","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-18","Zarbakht jalil","£1.00","No","Refund request to the payment provider failed."
"test first test last","2022-07-16","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
